"","B_Cycling","B_GC_DZ","B_GC_LZ","B_GC_prePB","B_IFN","B_activated","B_mem","B_naive","B_plasma","B_preGC","DC_CCR7.","DC_cDC1","DC_cDC2","DC_pDC","Endo","FDC","ILC","Macrophages_M1","Macrophages_M2","Mast","Monocytes","NK","NKT","T_CD4.","T_CD4._TfH","T_CD4._TfH_GC","T_CD4._naive","T_CD8._CD161.","T_CD8._cytotoxic","T_CD8._naive","T_TIM3.","T_TfR","T_Treg","VSMC"
"Mapkapk3",0.056187287,0.0021539095,0.027876094,0.12977785,0.13436647,0.046520825,0.07261906,0.043234076,0.1370511,0.1937033,0.116986565,0.28024912,0.60705954,0.8262688,0.044383164,0.078829974,0.28581583,0.28643334,0.37030682,0.23476388,0.6157216,0.25031954,0.17319019,0.18860202,0.1281717,0.37472534,0.122144006,0.098213024,0.09273819,0.13958867,0.35495734,0.4197872,0.22353789,0.21338163
"Mapkapk5",0.3463307,0.18406625,0.22655708,0.27472696,0.20412824,0.12447964,0.14717479,0.11753589,0.17981246,0.32845524,0.14848973,0.08264359,0.19841464,0.2685746,0.26167,0.1907343,0.16464338,0.061675314,0.12556982,0.1805682,0.14781354,0.16736682,0.13459794,0.17696126,0.1273423,0.13693926,0.16212472,0.14835073,0.13775747,0.17536552,0.24326311,0.18194364,0.15035291,0.12326809
"Mapre1",1.5042748,0.50402176,0.5836223,0.51288104,0.26759326,0.23112185,0.26332796,0.20386529,0.56197715,0.48373777,0.8960024,0.28435025,1.0005171,1.0277054,0.54644006,0.58122706,0.56172353,0.6930783,0.42126298,1.3488278,0.44602612,0.47375745,0.3709526,0.36240554,0.29363218,0.33185107,0.33812338,0.2984849,0.23531811,0.37737265,0.90486544,0.47390294,0.25709116,0.3775428
"Mapre2",0.62515044,0.51258576,0.53916836,0.5601481,0.5511533,0.2985523,0.36498484,0.32648858,0.16005152,0.19903526,0.302265,0.121471494,0.33096626,0.3674128,0.13046843,0.3212352,0.35183322,0.111739025,0.19567905,0.18575928,0.095161706,0.69558203,0.26468614,0.3180566,0.28967622,0.43481845,0.24661367,0.40442863,0.28401345,0.38019088,1.0880365,0.3720804,0.24852341,0.19295105
"Marchf1",0.4543094,1.0519727,0.708644,0.06992458,0.68370724,0.7951797,1.0276754,0.8424496,0.0441565,0.21595992,0.09911921,0.33640245,1.7428735,0.5850996,0.03112014,0.5564197,0.025624162,0.56538624,0.5959331,0.109610535,1.0060809,0.009940112,0.010812569,0.007477386,0.0046660798,0.0070080403,0.0035080668,0.0013233594,0.008342821,0.00671735,0.019691484,0.009524421,0.0019109265,0.1793745
"Marchf2",0.055965524,0.03262514,0.056600526,0.16704898,0.041019388,0.013052722,0.03403887,0.013721328,0.09404437,0.006370313,0.1500696,0.109441474,0.2423476,0.4355653,0.3169128,0.13303357,0.06712506,0.1346059,0.2892419,0.15334792,0.29262602,0.049966745,0.045314822,0.052044,0.036366608,0.0744722,0.02909266,0.033017088,0.05348927,0.026576435,0.09985627,0.07567596,0.03813895,0.22140867
"Marchf3",0.159037,0.11255783,0.07881433,0.09045322,0.2298648,0.29228932,0.12575036,0.26232988,0.14556523,0.30622536,0.2647447,0.016283477,0.08975099,0.041284733,0.26750305,0.064225644,0.18431602,0.20700885,0.1334183,0.20536245,0.011887139,0.10317935,0.010560266,0.032539688,0.029573048,0.07707601,0.06906377,0.012396037,0.011646212,0.06167733,0.11230242,0.11048702,0.23517841,0.41774482
"Marchf5",0.48054326,0.34220755,0.36405563,0.20564114,0.14377609,0.13413766,0.15435855,0.105747476,0.17503683,0.17128037,0.45095918,0.13451779,0.33229917,0.30174223,0.3821343,0.16388114,0.21689823,0.1749724,0.1082132,0.20445572,0.15688816,0.22287759,0.118409455,0.15864445,0.138733,0.16226675,0.14551601,0.13564666,0.11342034,0.1574243,0.25105172,0.21119563,0.16048028,0.26921642
"Marchf6",0.50738376,0.4010149,0.40871206,0.62707245,0.35906798,0.2829689,0.38069054,0.25527674,0.6097672,0.32773107,0.29545087,0.019365525,0.5357035,0.39947084,0.65282655,0.53069645,0.3463965,0.18907128,0.294711,0.56310624,0.279394,0.27651966,0.3019752,0.3295259,0.2988252,0.51564556,0.28946212,0.2982829,0.24963824,0.28080007,0.61064416,0.41079992,0.3368924,0.61493176
"Marchf7",0.72678894,0.49057573,0.5127291,0.67542756,0.28978932,0.30458876,0.32458824,0.2787715,0.36110336,0.29957902,0.32667315,0.13490908,0.56804657,0.45002285,0.5380732,0.42483732,0.38486454,0.16734482,0.28661078,0.4186406,0.25974607,0.36639118,0.3067256,0.3893635,0.3265941,0.39315698,0.32605752,0.3002708,0.32651395,0.32383066,0.6338271,0.44877967,0.36531878,0.44411552
"Marchf8",0.15680297,0.17135501,0.11179782,0.26244807,0.12732145,0.104184896,0.106888734,0.09967495,0.2493762,0.06384726,0.058847297,0.046126675,0.16157228,0.08369415,0.06800235,0.18835098,0.07553438,0.016169408,0.084289595,0.11981422,0.055184536,0.05233388,0.052445658,0.04493306,0.026121361,0.0758521,0.045673076,0.05777961,0.029714724,0.05080403,0.09165897,0.07743292,0.039842404,0.2259176
"Marchf9",0.120729476,0.08179427,0.08727239,0.06818966,0.054656826,0.0718241,0.08645363,0.06850305,0.076369524,0.05911053,0.13230672,0.019285047,0.08124787,0.4423447,0.07589435,0.15523645,0.022708196,0.093425795,0.018187406,0.12490172,0.025061574,0.021814242,0.053330813,0.074127205,0.030571448,0.024826853,0.052223366,0.045523982,0.028392887,0.07046694,0.06922675,0.06489202,0.036292594,0.10270948
"Marcks",0.1233022,0.028219288,0.04985639,0.16255021,0.33018932,0.19413073,0.5831042,0.0942092,0.35454553,0.55359644,6.25006,0.106452376,0.9618098,0.047498185,1.3318871,6.691104,0.0060640774,2.5587447,1.2128776,0.2281623,1.593835,0.004862401,0.0017803881,0.0030361651,0.0028620772,0.0013084115,0.0018661817,0.0009819089,0.003009929,0.0041884417,0.010060791,0.010319249,0.0042400267,1.2540088
"Marcksl1",8.775841,4.644604,9.877211,11.335517,0.9242042,1.1961719,0.9910768,1.0706073,1.1845429,1.8109622,16.274317,1.5290525,3.0908124,0.666525,4.031508,3.7505386,0.2222968,0.64523137,0.0658354,0.100638136,0.29125693,0.111743145,0.029771037,0.12852597,0.13714586,0.24417737,0.22171764,0.12324479,0.08034783,0.18826415,0.55426395,0.16071595,0.06630767,1.6336272
"Marco",0.000517346,0.0008285667,0.0006503764,0.07683112,0.012604222,0.0004640688,0.00033312218,0.00031719232,0.0021234471,0.0055016167,0.19588064,0.037403695,0.053610384,0.01181731,0.091658875,0.08091258,0.0035235286,0.03371245,0.8788321,0.4932161,0.5524264,0.0011734149,0.0017285048,0.0009746162,0.0003864831,0.00053630426,0.0007094911,0.00087517087,0.0004784908,0.0008628414,0.007275155,0.0022116844,0.00068772724,0.19821578
"Mark2",0.21550389,0.124160565,0.10669634,0.05940734,0.109348916,0.08197003,0.09953089,0.061224423,0.0954788,0.05001921,0.13592647,0.07562586,0.2441565,0.23599313,0.13804579,0.12382346,0.14928882,0.1325542,0.07489236,0.113268316,0.25092104,0.17455539,0.112768285,0.12201944,0.0953566,0.18142508,0.098630436,0.09649704,0.13047299,0.10620633,0.33198798,0.14092204,0.101286195,0.09150023
"Mark3",0.5254012,0.31278092,0.34845498,0.3583547,0.20561296,0.17408416,0.2337612,0.16093057,0.41843435,0.20558952,0.20467837,0.07260679,0.5470325,0.37668797,0.34091723,0.40286914,0.21640925,0.2480965,0.18456404,0.11569374,0.23497103,0.2770503,0.20313983,0.22264971,0.18166347,0.2929982,0.19655663,0.23130043,0.23759505,0.21472532,0.49104202,0.34508175,0.2064089,0.46604836
"Mars1",0.4697402,0.1798631,0.24195853,0.20478828,0.21564795,0.11574169,0.13744211,0.12027465,0.7543968,0.27970454,0.13576926,0.056714147,0.3463529,0.52908456,0.2142715,0.3237992,0.10473043,0.12878664,0.09330743,0.114518486,0.16525312,0.13359754,0.16534173,0.15632622,0.09758339,0.14876293,0.14318143,0.10428888,0.111663215,0.14162219,0.2894188,0.17984678,0.12156325,0.18625925
"Mast2",0.53151786,0.13873698,0.24013324,0.3039475,0.013572402,0.008630503,0.010640761,0.006866868,0.05903941,0.014611692,0.046104684,0.020006325,0.07365525,0.0074128504,0.05845709,0.06881237,0.016450126,0.103868134,0.015859472,0.23050244,0.04853744,0.035309937,0.005117885,0.009311633,0.004856972,0.023498552,0.005805949,0.01768134,0.012712405,0.0027440656,0.0375228,0.0417811,0.011009119,0.3216131
"Mast3",0.14832483,0.08851937,0.17144032,0.15470304,0.14250493,0.09346776,0.14489566,0.0850247,0.019853009,0.08657381,0.047606096,0.01701239,0.071611516,0.4373872,0.054874923,0.31321466,0.073596455,0.03990113,0.065461926,0.17051303,0.14065482,0.10705889,0.06739108,0.07359287,0.04564465,0.024761122,0.053270184,0.048796948,0.061537605,0.061378267,0.0875509,0.10464735,0.055239223,0.08234462
"Mast4",0.09743016,0.11070429,0.034007672,0.0733541,0.07930634,0.017437167,0.15859285,0.012928908,0.062113337,0.027947225,0.09308438,0.036445364,0.028555019,0.0921188,0.64853746,0.15081654,0.20420587,0.01604639,0.042608894,1.0108458,0.0074725454,0.030333575,0.074121535,0.11783521,0.07675002,0.055460386,0.080575325,0.057884354,0.0063282596,0.059590384,0.11151776,0.3134011,0.16286835,0.28637928
"Mastl",0.41795018,0.024276786,0.025935672,0.08886173,0.021667292,0.016556006,0.019230444,0.012894763,0.018479826,0.019297894,0.063437976,0.019647,0.035568174,0.06311804,0.044730246,0.078075126,0.025251029,0.016430456,0.07794877,0.13339731,0.05028981,0.07153525,0.017946308,0.02989807,0.029311256,0.013755498,0.017940765,0.027378611,0.012878786,0.018719869,0.20355587,0.029774442,0.021082697,0.051643513
"Mat2a",0.8943619,0.2883908,0.42338124,0.39952123,0.36807546,0.3570974,0.40380192,0.26929322,0.33013955,1.0064108,0.39770037,0.23830187,1.2734308,0.48930633,0.75020605,0.30998555,0.32080105,0.3331588,0.53634197,0.27566445,1.2481877,0.4263731,0.27205342,0.24476095,0.29999498,0.25267625,0.2013394,0.25143504,0.21262278,0.26503432,0.5359227,0.33432463,0.26069576,1.2251236
"Mat2b",0.80808485,0.50248724,0.44384196,0.5579901,0.511409,0.37367854,0.4137568,0.41218057,0.6276393,0.33549726,0.47166428,0.46573538,0.8426271,0.2797344,0.6746854,0.4661454,0.41057435,0.30815068,0.32708248,0.16382453,0.39061463,0.6070648,0.4506561,0.5323907,0.37754652,0.5223358,0.39396128,0.36053094,0.43124133,0.38435492,0.99993443,0.8192797,0.6713072,0.3139531
"Matk",0.004953631,0.002732155,0.001749481,0.023194904,0.05898447,0.082791544,0.04145221,0.06658077,0.0058224117,0.28439042,0.12358082,0.028002711,0.04879059,0.028841129,0.0075284857,0.04635035,0.33184105,0.018724449,0.045087703,0.11477529,0.008283619,2.2672935,1.0658839,0.083437406,0.008330631,0.011123713,0.07012928,0.37353107,0.49174812,0.20466194,0.026234703,0.010391722,0.0065342854,0.064827986
"Matn2",0.00164352,0.00081391237,0.0011276085,0.02566802,0.008420315,0.00072979374,0.00037761556,0.00091119146,0.003787866,0.005291086,0.05170287,0.018579733,0.021237897,0.017137356,0.6346825,2.4790387,0.2570533,0.035962477,0.016163647,0.122866414,0.0050085187,0.015589361,0.03460244,0.017156662,0.0015505322,0.002058881,0.00096192013,0.004709612,0.0005855791,0.0007500578,0.014852704,0.026747713,0.00070618285,0.16322199
"Matr3",0.05558108,0.023324065,0.040344484,0.042090576,0.015587885,0.004391904,0.0053409087,0.006623335,0.009525147,0.04156304,0.046674803,0.016486418,0.016395867,0.0125642875,0.035499148,0.025216792,0.0042783236,0.017588554,0.017474698,0.09443577,0.008777068,0.0043338737,0.015029812,0.012923621,0.0008544429,0.0021598055,0.0050667436,0.0018574573,0.0036269769,0.006854634,0.051244166,0.0066186995,0.005889501,0.079681754
"Mau2",0.17532368,0.12624298,0.15494907,0.23711553,0.11269592,0.08716331,0.105009,0.08322773,0.11186973,0.082469724,0.1258829,0.049661998,0.15592578,0.17363687,0.18697384,0.24735989,0.11962345,0.13300227,0.09734397,0.18670063,0.14770593,0.12261457,0.07168844,0.1015892,0.079892896,0.10846474,0.08161637,0.08415348,0.08246758,0.07687956,0.21301894,0.12433625,0.0838059,0.25996855
"Mavs",0.2195611,0.17318994,0.13838293,0.06324517,0.1109208,0.08022689,0.10766022,0.08002441,0.12680186,0.077270724,0.044486392,0.0933745,0.32993016,0.25584304,0.19102035,0.27644235,0.14710367,0.18405421,0.14957935,0.103994735,0.14732026,0.11689388,0.11468024,0.09497921,0.09097621,0.10314701,0.08615298,0.08402438,0.07075549,0.111295186,0.2066805,0.09214764,0.09518088,0.2518397
"Max",0.57483196,0.42307025,0.41561648,0.26967043,0.4597872,0.34987995,0.46868658,0.36335483,0.3696331,0.4733426,0.30468243,0.33419898,0.884066,0.5920884,0.61536205,0.3890552,0.40002617,0.52329725,0.5711557,0.19373028,0.36950502,0.39261058,0.5104363,0.6135215,0.43240273,0.51080203,0.55706584,0.53432137,0.3564973,0.62635714,1.0785474,0.46947563,0.56005764,0.72953844
"Maz",0.99558836,0.16878812,0.13808921,0.27171364,0.056719027,0.08377333,0.11387111,0.08918414,0.19333702,0.25039506,0.38977796,0.19615752,0.49588642,0.31284356,0.33231854,0.34196815,0.27736786,0.23173068,0.19196975,0.17267506,0.18674761,0.39428663,0.30111864,0.24384248,0.19020872,0.42205593,0.22117199,0.20213337,0.30055484,0.3017587,0.95487225,0.4214374,0.2122797,0.580907
"Mbd1",0.3334958,0.15304321,0.22114328,0.54808515,0.15429038,0.11957991,0.14175078,0.11099171,0.3802824,0.15505245,0.13702229,0.11082373,0.15282588,0.21495847,0.24249591,0.23268808,0.13211575,0.11442349,0.0965328,0.10852218,0.10985684,0.16363782,0.12947716,0.15554193,0.118085295,0.16090459,0.12909986,0.122413,0.12733774,0.14329477,0.29830304,0.16257644,0.1237346,0.3857028
"Mbd2",1.3400735,0.31653696,0.33499855,0.5803308,0.104448095,0.08382102,0.10083603,0.05931686,0.35250795,0.057462517,0.43013334,0.07291017,0.23869103,0.18941508,0.1377319,0.7367484,0.10817849,0.094599426,0.27955416,0.19033167,0.5044925,0.07976615,0.06944923,0.057345532,0.04741677,0.11720028,0.02638803,0.060635034,0.049870275,0.029714469,0.55770075,0.20409705,0.05665083,0.3669799
"Mbd4",2.9749303,2.2211823,2.0786836,0.8983406,0.72431266,0.623792,0.8407626,0.62357,0.5721917,0.5071413,0.16634633,0.16821584,0.47336745,0.4650566,0.41545486,1.0615804,0.21815035,0.4184299,0.13371587,0.20659646,0.18367356,0.2038257,0.1385346,0.23365036,0.22628115,0.28335696,0.20640121,0.20523915,0.1616393,0.22426645,0.67707103,0.36451325,0.21704319,0.13523196
"Mbd5",0.14014082,0.14220083,0.14694603,0.2146405,0.18731584,0.120766856,0.130214,0.10123087,0.09825737,0.09407267,0.15911663,0.042950813,0.2195123,0.31612846,0.16602178,0.20608,0.12754898,0.07065166,0.03775212,0.14737263,0.043378595,0.20241669,0.12478951,0.13838904,0.14478654,0.14732657,0.15093277,0.14361693,0.15252131,0.19507128,0.20234919,0.14154164,0.119762406,0.3326398
"Mbd6",0.27487424,0.1850687,0.19169633,0.15294793,0.103408314,0.06842603,0.08090065,0.053938325,0.17808431,0.0610643,0.07767477,0.01760744,0.27601138,0.14252669,0.211782,0.12048705,0.12213076,0.07803176,0.12974225,0.19540757,0.20322956,0.14949162,0.05276057,0.055620924,0.05531388,0.10727355,0.04583983,0.051560022,0.07160973,0.051362682,0.19350764,0.11467079,0.089770965,0.07448215
"Mbip",0.3291188,0.15394607,0.17548703,0.13373737,0.09174223,0.05340557,0.09374114,0.05337102,0.112957165,0.08688859,0.16051707,0.11635531,0.16872975,0.15073596,0.290101,0.16019978,0.08337782,0.16673052,0.06052043,0.116002165,0.06317277,0.08447079,0.09941697,0.10564993,0.11359916,0.12380282,0.10908817,0.08285445,0.07535207,0.12452976,0.4350164,0.15584537,0.10557471,0.5128374
"Mbnl1",2.3246713,1.1434811,1.4615011,1.3838578,0.9287534,0.88878226,0.91128635,0.8455904,0.63895524,0.7200798,1.5662146,0.303777,2.155756,1.0168884,1.0038811,0.87842464,0.90406114,0.47241753,0.6369112,0.4827529,1.0971285,1.1217473,0.98404324,1.1673466,1.1254966,1.0421094,1.0881816,1.0841899,0.9262692,1.1011322,1.8356675,1.3963046,1.120602,0.7948092
"Mbnl2",0.4170762,0.71421903,0.56743026,0.6286589,0.10518967,0.19583291,0.15026113,0.120649114,1.2376983,0.052676555,0.50619745,0.018142803,0.069941446,0.20296104,0.4972265,0.42312005,0.08554154,0.17926058,0.02423033,0.31653956,0.15139146,0.086473465,0.11261308,0.107453726,0.05496203,0.027148968,0.04574386,0.06797264,0.09966374,0.083202906,0.14387298,0.10804984,0.091430254,0.731786
"Mbnl3",0.21517621,0.16497366,0.12915725,0.26493502,0.076933295,0.0714584,0.088415295,0.08439957,0.05572713,0.08868744,0.04151199,0.015874024,0.10557644,0.12172571,0.018407194,0.05406032,0.022933433,0.132107,0.06873121,0.5390774,0.051678367,0.05951931,0.027102888,0.031122254,0.031610448,0.024945293,0.01865431,0.03401104,0.036931474,0.023831477,0.090207085,0.027206657,0.013879078,0.044986796
"Mboat7",0.09127748,0.025455182,0.04982042,0.14446957,0.023825487,0.038881253,0.075136736,0.037871625,0.09383651,0.0989238,0.25303063,0.093942076,1.1074347,0.3449087,0.1598515,0.10716597,0.6102574,0.1123823,0.31110802,0.50361115,0.49012828,0.074446864,0.058247752,0.07943316,0.08097211,0.1657738,0.051935107,0.07944039,0.04609047,0.05534642,0.21601652,0.1055448,0.09156446,0.23019975
"Mbp",0.28688323,0.32114416,0.28544888,0.20333469,0.337095,0.38766932,0.47642425,0.29817048,0.0974919,0.3991967,0.06774196,0.30417502,1.1807066,0.6964198,0.010221176,0.2696393,0.6540792,0.17866156,0.2927146,0.6592797,0.5153792,1.0466678,0.5591591,0.7933925,0.6671364,0.5611592,0.52331513,0.6452119,0.772704,0.4624818,1.0990704,0.5002337,0.5678028,0.42657778
"Mbtps1",0.30990377,0.21974245,0.22382061,0.35289803,0.057741694,0.1290873,0.15405631,0.117614746,0.765759,0.1449747,0.061114054,0.015976926,0.16457301,0.24928199,0.4507296,0.3835178,0.18601567,0.20593266,0.11088226,0.3232303,0.1364643,0.16015641,0.1630207,0.16638005,0.16774444,0.19158067,0.14432031,0.18162201,0.14215682,0.17136052,0.32409495,0.18254001,0.15190981,0.235556
"Mcam",0.022809738,0.010741919,0.019330494,0.02782872,0.008911912,0.00057382823,0.0014854184,0.00024463868,0.018190252,0.005007315,0.05989681,0.021396572,0.022593362,0.011432017,0.818248,0.18727238,0.17714167,0.056729004,0.016315874,0.150556,0.0052009085,0.006462595,0.0046107317,0.003701288,0.0007880342,0.0075364863,0.0015033309,0.026010022,0.0015951731,0.010179009,0.005110678,0.010321071,0.018313253,1.9764115
"Mcat",0.22221471,0.111797586,0.0797699,0.14931026,0.055946846,0.025294824,0.032776337,0.019520622,0.09323157,0.0783247,0.08756863,0.026165135,0.124815546,0.11611944,0.106220126,0.20242327,0.035952576,0.0675702,0.01683219,0.10915953,0.044391084,0.04966699,0.041125152,0.04345374,0.016309448,0.053685836,0.02996083,0.036645327,0.02841684,0.042573486,0.13956149,0.052312903,0.027553722,0.11820478
"Mccc1",0.29222664,0.23027824,0.17168607,0.19520839,0.12430829,0.06607988,0.110985205,0.069465615,0.10058238,0.08187379,0.16292602,0.11861537,0.30049017,0.33016354,0.12182221,0.17899293,0.10233778,0.10496513,0.19613647,0.09110449,0.0857143,0.05599996,0.050902788,0.062796794,0.04897184,0.09056196,0.06538441,0.05306056,0.046214245,0.05427341,0.19267085,0.081680134,0.07403226,0.07769918
"Mccc2",0.4279972,0.22291808,0.30443108,0.27213517,0.12451418,0.13001946,0.1592232,0.11774806,0.2028919,0.26913005,0.2656764,0.065727025,0.30461207,0.2697588,0.22745715,0.37064236,0.08045665,0.17813414,0.12842178,0.19597667,0.075688384,0.1232134,0.056077164,0.10645984,0.08704731,0.20555046,0.08231561,0.098450124,0.08775819,0.106906064,0.5513742,0.20289072,0.12995088,0.26850274
"Mcee",0.17547743,0.06440677,0.060859207,0.13096446,0.017605439,0.05645416,0.059140783,0.052052166,0.64158946,0.074391246,0.07152366,0.052569423,0.13607101,0.17458364,0.12601757,0.17681624,0.058806114,0.10445849,0.09911753,0.11016101,0.08473023,0.060032263,0.07354129,0.0705213,0.050776035,0.06375898,0.05724426,0.054580394,0.04728798,0.05784585,0.21484008,0.07780907,0.061375823,0.27221364
"Mcemp1",0.00077175995,0.00076248933,0.0021310286,0.110834286,0.027677005,0.010912804,0.007934484,0.0058191973,0.002001595,0.023005147,0.32047832,0.051755045,0.022813743,0.013391328,0.0035940502,0.1436427,0.006238278,0.04432256,0.05153621,0.6263849,0.48580685,0.0019448667,0.0020782752,0.0013636006,0.00043685577,0.000768318,0.00034032104,0.0024397732,0.0010450274,0.0008465335,0.013840002,0.0018016039,0.0006657159,0.31340116
"Mcfd2",0.45319533,0.26747298,0.22461438,0.23732904,0.13784973,0.10864553,0.14158782,0.12989755,0.50239563,0.17025554,0.16059169,0.06580744,0.32508352,0.40152532,0.82834965,0.5330326,0.19094105,0.20999247,0.33447227,0.37410253,0.12585606,0.12833768,0.09239201,0.11499292,0.101349145,0.11310209,0.09794836,0.105843194,0.06590053,0.12188574,0.2212559,0.1718729,0.08996716,0.47785592
"Mcl1",0.84678024,0.45616525,0.5980491,0.7601337,0.88458663,0.54288983,0.92771834,0.2710472,2.0075197,0.5437316,2.2047467,0.31762543,3.8840172,2.637182,1.4566098,1.9739627,2.8897102,1.2244388,1.4716591,1.489233,3.6090279,2.8356857,3.5002232,2.1024911,1.3298196,1.1887194,0.75691146,2.335974,1.2182659,0.7967078,2.1381464,1.8276125,0.8796749,1.8290935
"Mcm10",0.43408844,0.019687044,0.0047045304,0.028503342,0.008244882,0.0005807149,0.000406308,0.00033842475,0.007036415,0.014330658,0.055019103,0.019631667,0.018756209,0.017093854,0.0030237082,0.08804478,0.003218511,0.032694817,0.03392897,0.12926143,0.005565277,0.035084188,0.0018111094,0.0010601985,0.0014385766,0.001647857,0.00028695536,0.00084879104,0.00072189816,0.00075942895,0.30328277,0.003668561,0.001654884,0.05567105
